unproc_x,unproc_y,unproc_z,lowpass_filtered_x,lowpass_filtered_y,lowpass_filtered_z,proc_x,proc_y,proc_z,model_output_0,model_output_1,model_output_2,model_output_3,output_class,contains_output
9.760951042175293,-0.47088003158569336,-1.0889101028442383,9.667045593261719,-0.48102736473083496,-1.6916638612747192,-0.09305573254823685,0.04351087659597397,-0.0004256442189216614,0.0,0.0,0.0,0.0,0,0
9.751140594482422,-0.4905000329017639,-1.108530044555664,9.667668342590332,-0.48092398047447205,-1.689301609992981,-0.07789576053619385,0.04213324561715126,0.012824486009776592,0.0,0.0,0.0,0.0,0,0
9.751140594482422,-0.4905000329017639,-1.108530044555664,9.668292045593262,-0.4808179438114166,-1.6869322061538696,-0.07018976658582687,0.01267008762806654,0.003636726178228855,0.0,0.0,0.0,0.0,0,0
9.731520652770996,-0.5101200342178345,-1.1281501054763794,9.668917655944824,-0.4807091951370239,-1.6845557689666748,-0.08099459856748581,0.0037443211767822504,-0.007956931367516518,0.0,0.0,0.0,0.0,0,0
9.780570983886719,-0.529740035533905,-1.118340015411377,9.66954517364502,-0.48059773445129395,-1.6821722984313965,-0.09195209294557571,0.001707314746454358,0.04053311422467232,0.0,0.0,0.0,0.0,0,0
9.800190925598145,-0.529740035533905,-1.108530044555664,9.670173645019531,-0.4804835319519043,-1.6797816753387451,-0.10079270601272583,0.009860841557383537,0.07985571026802063,0.0,0.0,0.0,0.0,0,0
9.8100004196167,-0.529740035533905,-1.0987200736999512,9.67080307006836,-0.4803664982318878,-1.6773837804794312,-0.07245144248008728,0.033772099763154984,-0.03313114494085312,0.0,0.0,0.0,0.0,0,0
9.800190925598145,-0.5003100633621216,-1.108530044555664,9.671432495117188,-0.4802466034889221,-1.6749787330627441,-0.06309612095355988,0.03656483441591263,-0.100491464138031,0.0,0.0,0.0,0.0,0,0
9.780570983886719,-0.4905000329017639,-1.1281501054763794,9.672061920166016,-0.4801238775253296,-1.6725664138793945,-0.04042702540755272,0.02449919655919075,-0.0764331966638565,0.0,0.0,0.0,0.0,0,0
9.760951042175293,-0.4610700309276581,-1.1281501054763794,9.67269229888916,-0.47999823093414307,-1.6701467037200928,-0.03288344293832779,0.03377615287899971,-0.07407362014055252,0.0,0.0,0.0,0.0,0,0
9.770760536193848,-0.4512600302696228,-1.118340015411377,9.673323631286621,-0.47986966371536255,-1.6677193641662598,-0.029522478580474854,0.0226645078510046,-0.0533638596534729,0.0,0.0,0.0,0.0,0,0
9.741331100463867,-0.4414500296115875,-1.108530044555664,9.673954963684082,-0.4797380864620209,-1.6652843952178955,-0.0740363672375679,0.023734817281365395,-0.040490422397851944,0.0,0.0,0.0,0.0,0,0
9.741331100463867,-0.43164002895355225,-1.108530044555664,9.674586296081543,-0.47960349917411804,-1.662841796875,-0.10468030720949173,0.012844759970903397,0.004214761778712273,0.0,0.0,0.0,0.0,0,0
9.760951042175293,-0.4512600302696228,-1.0987200736999512,9.675217628479004,-0.47946593165397644,-1.6603914499282837,-0.11472025513648987,-0.008392582647502422,0.042113758623600006,0.0,0.0,0.0,0.0,0,0
9.751140594482422,-0.4610700309276581,-1.0791001319885254,9.675848007202148,-0.4793253540992737,-1.6579334735870361,-0.13944154977798462,-0.037256646901369095,0.04725562036037445,0.0,0.0,0.0,0.0,0,0
9.760951042175293,-0.4512600302696228,-1.0791001319885254,9.67647933959961,-0.4791817367076874,-1.6554679870605469,-0.11971193552017212,-0.04724821075797081,0.031001517549157143,0.0,0.0,0.0,0.0,0,0
9.751140594482422,-0.4414500296115875,-1.0987200736999512,9.67711067199707,-0.47903507947921753,-1.6529947519302368,-0.08027838915586472,-0.048408158123493195,0.018513688817620277,0.0,0.0,0.0,0.0,0,0
9.760951042175293,-0.4414500296115875,-1.0987200736999512,9.677742004394531,-0.47888532280921936,-1.6505135297775269,-0.07150309532880783,-0.04853880777955055,0.01072046160697937,0.0,0.0,0.0,0.0,0,0
9.770760536193848,-0.43164002895355225,-1.1379600763320923,9.678373336791992,-0.4787323772907257,-1.6480244398117065,-0.0615311823785305,-0.019301924854516983,0.004355574958026409,0.0,0.0,0.0,0.0,0,0
9.780570983886719,-0.43164002895355225,-1.1575801372528076,9.679006576538086,-0.47857630252838135,-1.6455274820327759,-0.07542397826910019,-0.019288308918476105,0.0125867435708642,0.0,0.0,0.0,0.0,0,0
9.790380477905273,-0.43164002895355225,-1.1870100498199463,9.679641723632812,-0.4784170687198639,-1.6430226564407349,-0.0851958766579628,0.0011079362593591213,0.0024611856788396835,0.0,0.0,0.0,0.0,0,0
9.839430809020996,-0.4414500296115875,-1.2556800842285156,9.680278778076172,-0.47825464606285095,-1.6405099630355835,-0.14283648133277893,-0.0050802696496248245,-0.026937875896692276,0.0,0.0,0.0,0.0,0,0
9.868860244750977,-0.4905000329017639,-1.2458701133728027,9.68091869354248,-0.4780890643596649,-1.6379892826080322,-0.14253439009189606,-0.01413643080741167,-0.04649718105792999,0.0,0.0,0.0,0.0,0,0
9.859050750732422,-0.5493600368499756,-1.2262500524520874,9.681561470031738,-0.4779203236103058,-1.635460615158081,-0.16693229973316193,-0.033240094780921936,-0.04081211984157562,0.9886564016342163,0.0030447617173194885,0.0026016952469944954,0.005697205197066069,0,1
9.721710205078125,-0.5199300050735474,-1.2556800842285156,9.682207107543945,-0.4777483642101288,-1.6329238414764404,-0.1506354808807373,-0.0440618172287941,-0.0377790629863739,0.0,0.0,0.0,0.0,0,0
9.71190071105957,-0.5101200342178345,-1.2949200868606567,9.682854652404785,-0.4775732159614563,-1.6303790807724,-0.15348537266254425,-0.04703483730554581,0.022069940343499184,0.0,0.0,0.0,0.0,0,0
9.7020902633667,-0.5101200342178345,-1.324350118637085,9.683504104614258,-0.47739484906196594,-1.62782621383667,-0.15097662806510925,-0.03901204839348793,0.0534093976020813,0.0,0.0,0.0,0.0,0,0
9.71190071105957,-0.5787900686264038,-1.3439700603485107,9.684154510498047,-0.4772132635116577,-1.625265121459961,-0.10776235908269882,-0.022703640162944794,0.08204643428325653,0.0,0.0,0.0,0.0,0,0
9.731520652770996,-0.6376500129699707,-1.3341600894927979,9.684805870056152,-0.4770284593105316,-1.6226956844329834,-0.09108901768922806,0.015014857053756714,0.0970907211303711,0.0,0.0,0.0,0.0,0,0
9.751140594482422,-0.6867000460624695,-1.314540147781372,9.685458183288574,-0.47684046626091003,-1.6201179027557373,-0.07522223144769669,0.03315108269453049,0.11117230355739594,0.0,0.0,0.0,0.0,0,0
9.790380477905273,-0.7749900817871094,-1.3439700603485107,9.686111450195312,-0.47664928436279297,-1.6175317764282227,-0.0931142047047615,0.05439475178718567,0.08979532122612,0.0,0.0,0.0,0.0,0,0
9.780570983886719,-0.7946100234985352,-1.3439700603485107,9.68676471710205,-0.4764549136161804,-1.6149373054504395,-0.09729517251253128,0.09554414451122284,0.051658157259225845,0.0,0.0,0.0,0.0,0,0
9.770760536193848,-0.7651800513267517,-1.3439700603485107,9.687417984008789,-0.4762573540210724,-1.6123346090316772,-0.08623690158128738,0.11535459011793137,0.035119082778692245,0.0,0.0,0.0,0.0,0,0
9.770760536193848,-0.6965100765228271,-1.363590121269226,9.688071250915527,-0.4760565757751465,-1.609723687171936,-0.06511145085096359,0.10571879148483276,0.009086801670491695,0.0,0.0,0.0,0.0,0,0
9.790380477905273,-0.5591700077056885,-1.3341600894927979,9.68872356414795,-0.4758526086807251,-1.6071043014526367,-0.048877615481615067,0.09487425535917282,0.012040381319820881,0.0,0.0,0.0,0.0,0,0
9.770760536193848,-0.4905000329017639,-1.324350118637085,9.689374923706055,-0.4756454825401306,-1.6044764518737793,-0.06529369205236435,0.07485707104206085,0.029039716348052025,0.0,0.0,0.0,0.0,0,0
9.731520652770996,-0.43164002895355225,-1.314540147781372,9.690025329589844,-0.47543519735336304,-1.6018402576446533,-0.07887421548366547,0.04585045948624611,0.026237167418003082,0.0,0.0,0.0,0.0,0,0
9.662850379943848,-0.3629700243473053,-1.2753000259399414,9.690674781799316,-0.4752217233181,-1.5991955995559692,-0.11381595581769943,0.007596493698656559,0.029443657025694847,0.0,0.0,0.0,0.0,0,0
9.653040885925293,-0.35316002368927,-1.2360601425170898,9.691324234008789,-0.4750050902366638,-1.596542477607727,-0.15359865128993988,0.00977705791592598,0.01363440789282322,0.0,0.0,0.0,0.0,0,0
9.672660827636719,-0.33354002237319946,-1.2360601425170898,9.691973686218262,-0.47478529810905457,-1.5938808917999268,-0.15472424030303955,0.010058138519525528,0.004206966608762741,0.0,0.0,0.0,0.0,0,0
9.7020902633667,-0.29430001974105835,-1.2066301107406616,9.692623138427734,-0.474562406539917,-1.5912108421325684,-0.15546175837516785,0.0201265886425972,-0.004748772829771042,0.0,0.0,0.0,0.0,0,0
9.7020902633667,-0.24525001645088196,-1.1575801372528076,9.69327163696289,-0.4743364155292511,-1.5885323286056519,-0.09013235569000244,-0.012281582690775394,-0.004505892284214497,0.0,0.0,0.0,0.0,0,0
9.672660827636719,-0.2256300151348114,-1.1379600763320923,9.69391918182373,-0.47410738468170166,-1.5858453512191772,-0.08162529021501541,-0.012480673380196095,-0.01237497478723526,0.0,0.0,0.0,0.0,0,0
9.662850379943848,-0.21582001447677612,-1.1281501054763794,9.694565773010254,-0.4738753139972687,-1.583149790763855,-0.10254427790641785,-0.02105453424155712,-0.025460682809352875,0.0,0.0,0.0,0.0,0,0
9.672660827636719,-0.20601001381874084,-1.1477700471878052,9.695210456848145,-0.4736402630805969,-1.5804458856582642,-0.13514654338359833,-0.03935132548213005,-0.030916105955839157,0.0,0.0,0.0,0.0,0,0
9.71190071105957,-0.21582001447677612,-1.1772000789642334,9.695853233337402,-0.4734022617340088,-1.5777333974838257,-0.137953981757164,-0.07824859023094177,-0.0422508604824543,0.0,0.0,0.0,0.0,0,0
9.751140594482422,-0.24525001645088196,-1.1968200206756592,9.696495056152344,-0.4731613099575043,-1.57501220703125,-0.15281181037425995,-0.05913761630654335,-0.02330852672457695,0.0,0.0,0.0,0.0,0,0
9.790380477905273,-0.25506001710891724,-1.1968200206756592,9.697136878967285,-0.47291743755340576,-1.5722825527191162,-0.13587667047977448,-0.050432898104190826,-0.019471170380711555,0.988593578338623,0.0030353041365742683,0.0026202816516160965,0.005750768817961216,0,1
9.790380477905273,-0.28449001908302307,-1.2164400815963745,9.697779655456543,-0.47267067432403564,-1.5695443153381348,-0.11736337840557098,-0.04132893308997154,-0.025316450744867325,0.0,0.0,0.0,0.0,0,0
9.770760536193848,-0.25506001710891724,-1.2262500524520874,9.698423385620117,-0.4724210500717163,-1.5667976140975952,-0.125339537858963,-0.05246848240494728,0.0034510772675275803,0.0,0.0,0.0,0.0,0,0
9.71190071105957,-0.25506001710891724,-1.2458701133728027,9.699069023132324,-0.47216862440109253,-1.564042568206787,-0.14791643619537354,-0.061466190963983536,8.353032171726227e-05,0.0,0.0,0.0,0.0,0,0
9.71190071105957,-0.28449001908302307,-1.2654900550842285,9.699716567993164,-0.4719134271144867,-1.561279058456421,-0.15273194015026093,-0.07180947065353394,0.009518789127469063,0.0,0.0,0.0,0.0,0,0
9.7020902633667,-0.33354002237319946,-1.2654900550842285,9.700366020202637,-0.4716554880142212,-1.5585072040557861,-0.15005318820476532,-0.05118172615766525,-0.01833045668900013,0.0,0.0,0.0,0.0,0,0
9.682470321655273,-0.4610700309276581,-1.2654900550842285,9.701016426086426,-0.4713948965072632,-1.5557270050048828,-0.14703023433685303,-0.059528350830078125,-0.05726727843284607,0.0,0.0,0.0,0.0,0,0
9.692280769348145,-0.5199300050735474,-1.2753000259399414,9.701667785644531,-0.47113165259361267,-1.55293869972229,-0.15528148412704468,-0.06780870258808136,-0.08807960152626038,0.0,0.0,0.0,0.0,0,0
9.692280769348145,-0.5787900686264038,-1.2753000259399414,9.702320098876953,-0.47086581587791443,-1.5501420497894287,-0.1504683792591095,-0.07863243669271469,-0.07709035277366638,0.0,0.0,0.0,0.0,0,0
9.692280769348145,-0.6670800447463989,-1.314540147781372,9.702972412109375,-0.4705974757671356,-1.5473371744155884,-0.134817436337471,-0.09931774437427521,-0.0747079998254776,0.0,0.0,0.0,0.0,0,0
9.692280769348145,-0.6867000460624695,-1.3341600894927979,9.703624725341797,-0.47032666206359863,-1.544524073600769,-0.1300090104341507,-0.11014436185359955,-0.06373021006584167,0.0,0.0,0.0,0.0,0,0
